turn_id,speaker,start,stop,utterance,prev_utterance,label
279,5f1f2cf5a441a30fa1b79b2d,481.24,486.25,What's the general sort of reaction like people panic or the,sorry.,2
280,5ec8a23062738338f917576a,486.34,492.64,"No. So, okay. So if it's like a close family or friends, then generally they will know because like",What's the general sort of reaction like people panic or the,2
281,5f1f2cf5a441a30fa1b79b2d,492.54,493.35,Mhm.,"No. So, okay. So if it's like a close family or friends, then generally they will know because like",1
282,5ec8a23062738338f917576a,492.65,497.05,"if I was if I had gotten coronavirus, obviously I was told people, but then some people",Mhm.,2
283,5f1f2cf5a441a30fa1b79b2d,496.94,497.35,Yeah.,"if I was if I had gotten coronavirus, obviously I was told people, but then some people",1
284,5ec8a23062738338f917576a,497.05,500.65,don't tell everyone. So then they're like what I,Yeah.,2
285,5f1f2cf5a441a30fa1b79b2d,500.64,501.35,Yeah.,don't tell everyone. So then they're like what I,1
286,5ec8a23062738338f917576a,500.65,510.36,"was uh So yeah, I think there's not so much panic, but then there is people who don't want to be monitored and",Yeah.,2
287,5f1f2cf5a441a30fa1b79b2d,510.54,511.16,Right.,"was uh So yeah, I think there's not so much panic, but then there is people who don't want to be monitored and",1
288,5ec8a23062738338f917576a,510.94,514.4,don't like believe in it. I guess. So.,Right.,2
289,5f1f2cf5a441a30fa1b79b2d,513.94,515.16,Right. Yeah.,don't like believe in it. I guess. So.,1
290,5ec8a23062738338f917576a,515.04,516.06,Stay,Right. Yeah.,1
291,5f1f2cf5a441a30fa1b79b2d,516.44,516.94,That's,Stay,1
292,5ec8a23062738338f917576a,516.54,516.75,Right.,That's,1
293,5f1f2cf5a441a30fa1b79b2d,516.95,535.46,that's that's one of the um major differences that I noticed um between new Zealanders and americans regarding coronavirus is that there's such a divide among whether people like follow the guidelines. Um,Right.,2
294,5ec8a23062738338f917576a,535.44,536.06,Right.,that's that's one of the um major differences that I noticed um between new Zealanders and americans regarding coronavirus is that there's such a divide among whether people like follow the guidelines. Um,1
295,5f1f2cf5a441a30fa1b79b2d,535.84,569.14,"And New Zealand we had, you know, we did have an advantage in the fact that we got to see how it unfolded around the world before it got to us because they got to us fairly late. Um So we were able to um you know, watch what power was turning out and then be ready for it. But then when it did come it was really strict lockdown, but everybody followed it. Nobody sort of was up and against the government. No one was like calling it out thinking",Right.,2
296,5ec8a23062738338f917576a,568.84,569.34,Yeah.,"And New Zealand we had, you know, we did have an advantage in the fact that we got to see how it unfolded around the world before it got to us because they got to us fairly late. Um So we were able to um you know, watch what power was turning out and then be ready for it. But then when it did come it was really strict lockdown, but everybody followed it. Nobody sort of was up and against the government. No one was like calling it out thinking",1
297,5f1f2cf5a441a30fa1b79b2d,569.14,579.26,it was or anything like that. There's a very sort of like it was it was tough like obviously I was like five weeks of like not seeing anybody pretty much. Um,Yeah.,2
298,5ec8a23062738338f917576a,578.64,578.96,Yes.,it was or anything like that. There's a very sort of like it was it was tough like obviously I was like five weeks of like not seeing anybody pretty much. Um,1
299,5f1f2cf5a441a30fa1b79b2d,579.74,585.95,"And like tons of shock close like the only shot through through the only places you get food, like grocery stores.",Yes.,2
300,5ec8a23062738338f917576a,585.74,586.16,Mhm.,"And like tons of shock close like the only shot through through the only places you get food, like grocery stores.",1
301,5f1f2cf5a441a30fa1b79b2d,586.34,588.16,Um uh,Mhm.,1
302,5ec8a23062738338f917576a,587.4,588.86,"Even sometimes closed,",Um uh,2
303,5f1f2cf5a441a30fa1b79b2d,589.34,589.96,So,"Even sometimes closed,",1
304,5ec8a23062738338f917576a,589.84,591.37,"even like restaurants and stuff, they",So,2
305,5f1f2cf5a441a30fa1b79b2d,591.34,591.64,"yeah,","even like restaurants and stuff, they",1
306,5ec8a23062738338f917576a,591.38,591.55,"could,","yeah,",1
307,5f1f2cf5a441a30fa1b79b2d,591.65,594.16,everything will no takeout either. Um,"could,",2
308,5ec8a23062738338f917576a,593.64,596.14,"yeah, A",everything will no takeout either. Um,1
309,5f1f2cf5a441a30fa1b79b2d,594.84,595.86,At,"yeah, A",1
310,5ec8a23062738338f917576a,596.15,601.06,"lot of restaurants did close, but I'm pretty sure most of them have been doing take out even through B",At,2
311,5f1f2cf5a441a30fa1b79b2d,600.84,602.8,Yeah,"lot of restaurants did close, but I'm pretty sure most of them have been doing take out even through B",1
312,5ec8a23062738338f917576a,601.64,602.56,moved down from.,Yeah,2
313,5f1f2cf5a441a30fa1b79b2d,602.82,604.16,that's the case. Um,moved down from.,1
314,5ec8a23062738338f917576a,604.44,604.76,No.,that's the case. Um,1
315,5f1f2cf5a441a30fa1b79b2d,604.64,615.14,"Where so like everybody sort of just like there's no question about everybody was like very serious, but over here you have people just very nonchalant about the whole thing.",No.,2
316,5ec8a23062738338f917576a,615.04,615.82,"Right,","Where so like everybody sort of just like there's no question about everybody was like very serious, but over here you have people just very nonchalant about the whole thing.",1
317,5f1f2cf5a441a30fa1b79b2d,615.15,615.75,Um,"Right,",1
318,5ec8a23062738338f917576a,615.83,616.36,wow.,Um,1
319,5f1f2cf5a441a30fa1b79b2d,616.14,621.31,"and which, you know, it's probably good for mentality for them, you know, like",wow.,2
320,5ec8a23062738338f917576a,620.94,621.56,Yeah.,"and which, you know, it's probably good for mentality for them, you know, like",1
321,5f1f2cf5a441a30fa1b79b2d,621.32,629.75,because it does wear you down a bit if you're constantly in fear. Um but it does mean that it just extends the whole process by months.,Yeah.,2
322,5ec8a23062738338f917576a,629.84,630.47,Right.,because it does wear you down a bit if you're constantly in fear. Um but it does mean that it just extends the whole process by months.,1
323,5f1f2cf5a441a30fa1b79b2d,630.34,630.54,Uh huh,Right.,1
324,5ec8a23062738338f917576a,630.48,641.97,And I think like I don't I don't think it's good to and still fear in people and that's how you like make them do things. Obviously I just wish that people would take it seriously and then,Uh huh,2
325,5f1f2cf5a441a30fa1b79b2d,641.94,642.35,Yeah.,And I think like I don't I don't think it's good to and still fear in people and that's how you like make them do things. Obviously I just wish that people would take it seriously and then,1
326,5ec8a23062738338f917576a,641.97,648.86,they you know like I mean sometimes fear I think is a good thing and you know because you should be serious about it. Right?,Yeah.,2
327,5f1f2cf5a441a30fa1b79b2d,648.74,651.17,"Economic, it can be effective",they you know like I mean sometimes fear I think is a good thing and you know because you should be serious about it. Right?,1
328,5ec8a23062738338f917576a,651.14,652.66,Yeah.,"Economic, it can be effective",1
329,5f1f2cf5a441a30fa1b79b2d,651.18,652.64,for sure. Uh huh.,Yeah.,1
330,5ec8a23062738338f917576a,653.24,653.64,But,for sure. Uh huh.,1
331,5f1f2cf5a441a30fa1b79b2d,653.24,653.95,Yeah.,But,1
332,5ec8a23062738338f917576a,653.65,663.75,for me I'm just like luckily like I feel like I'm not too susceptible and I don't have that many family members that are in situations where they would be susceptible either.,Yeah.,2
333,5f1f2cf5a441a30fa1b79b2d,663.64,664.27,Yeah.,for me I'm just like luckily like I feel like I'm not too susceptible and I don't have that many family members that are in situations where they would be susceptible either.,1
334,5ec8a23062738338f917576a,664.14,664.39,And,Yeah.,1
335,5f1f2cf5a441a30fa1b79b2d,664.28,665.16,Yeah.,And,1
336,5ec8a23062738338f917576a,664.39,671.54,"so I can understand where that here comes from, but at the same time it's just like we need to follow the rules and get through it, otherwise it's not going to",Yeah.,2
337,5f1f2cf5a441a30fa1b79b2d,671.54,672.04,Yeah.,"so I can understand where that here comes from, but at the same time it's just like we need to follow the rules and get through it, otherwise it's not going to",1
338,5ec8a23062738338f917576a,671.55,673.36,be 11,Yeah.,1
339,5f1f2cf5a441a30fa1b79b2d,672.54,673.04,Yeah.,be 11,1
340,5ec8a23062738338f917576a,673.74,675.25,Yeah. Yeah. It,Yeah.,1
341,5f1f2cf5a441a30fa1b79b2d,675.14,675.55,Yeah.,Yeah. Yeah. It,1
342,5ec8a23062738338f917576a,675.25,679.86,"seems like most of the world is dealing with it a lot better than here, but,",Yeah.,2
343,5f1f2cf5a441a30fa1b79b2d,679.54,680.04,Yeah.,"seems like most of the world is dealing with it a lot better than here, but,",1
344,5ec8a23062738338f917576a,680.24,680.96,wow.,Yeah.,1
345,5f1f2cf5a441a30fa1b79b2d,680.74,694.89,"I think, I think just people's attitudes that that's like the only, you know, there's no real difference in like people on a physical and biological or medical level, just",wow.,2
346,5ec8a23062738338f917576a,694.54,694.74,Yeah.,"I think, I think just people's attitudes that that's like the only, you know, there's no real difference in like people on a physical and biological or medical level, just",1
347,5f1f2cf5a441a30fa1b79b2d,694.89,696.66,simply do the attitude that they have,Yeah.,2
348,5ec8a23062738338f917576a,696.94,697.38,"Yeah,",simply do the attitude that they have,1
349,5f1f2cf5a441a30fa1b79b2d,697.14,697.56,"right,","Yeah,",1
350,5ec8a23062738338f917576a,697.39,697.96,definitely.,"right,",1
351,5f1f2cf5a441a30fa1b79b2d,697.94,699.62,whether whether or not they're willing to,definitely.,1
352,5ec8a23062738338f917576a,700.14,701.13,Yeah. And I think it's,whether whether or not they're willing to,2
353,5f1f2cf5a441a30fa1b79b2d,701.04,701.36,one,Yeah. And I think it's,1
354,5ec8a23062738338f917576a,701.13,703.76,like the level of trust too because,one,2
355,5f1f2cf5a441a30fa1b79b2d,703.64,704.24,"Yeah,",like the level of trust too because,1
356,5ec8a23062738338f917576a,704.24,704.57,you,"Yeah,",1
357,5f1f2cf5a441a30fa1b79b2d,704.25,704.62,that's a good,you,1
358,5ec8a23062738338f917576a,704.58,705.19,don't,that's a good,1
359,5f1f2cf5a441a30fa1b79b2d,704.62,704.96,point.,don't,1
360,5ec8a23062738338f917576a,705.19,709.92,"trust the government, which I do understand like I don't trust them in a lot of ways either. But then",point.,2
361,5f1f2cf5a441a30fa1b79b2d,709.74,710.16,Mm,"trust the government, which I do understand like I don't trust them in a lot of ways either. But then",1
362,5ec8a23062738338f917576a,709.93,713.56,you should trust health professionals at the very least. So.,Mm,2
363,5f1f2cf5a441a30fa1b79b2d,713.34,715.9,"Yeah,",you should trust health professionals at the very least. So.,1
364,5ec8a23062738338f917576a,714.54,715.16,Yeah.,"Yeah,",1
365,5f1f2cf5a441a30fa1b79b2d,715.91,716.64,that's the thing.,Yeah.,1
366,5ec8a23062738338f917576a,717.24,717.96,But,that's the thing.,1
367,5f1f2cf5a441a30fa1b79b2d,717.44,718.45,Yeah.,But,1
368,5ec8a23062738338f917576a,718.84,719.28,"well,",Yeah.,1
369,5f1f2cf5a441a30fa1b79b2d,718.94,719.96,Okay.,"well,",1
370,5ec8a23062738338f917576a,719.29,724.96,it's kind of going down there. Do you have a lot of family or I guess your family is from there or?,Okay.,2
371,5f1f2cf5a441a30fa1b79b2d,724.84,726.36,"Um, in new Zealand,",it's kind of going down there. Do you have a lot of family or I guess your family is from there or?,1
372,5ec8a23062738338f917576a,726.14,726.65,Mhm.,"Um, in new Zealand,",1
373,5f1f2cf5a441a30fa1b79b2d,727.24,730.56,"yeah, most of my family's there. I have some family still in England.",Mhm.,2
374,5ec8a23062738338f917576a,730.94,730.99,Uh,"yeah, most of my family's there. I have some family still in England.",1
375,5f1f2cf5a441a30fa1b79b2d,730.94,731.56,"Um,",Uh,1
376,5ec8a23062738338f917576a,730.99,731.14,huh.,"Um,",1
377,5f1f2cf5a441a30fa1b79b2d,732.04,741.56,"just suck some cousins, uncles, knots and things, but majority like my grandparents and parents and most of my life is not so well in New Zealand.",huh.,2
378,5ec8a23062738338f917576a,742.04,742.55,Program,"just suck some cousins, uncles, knots and things, but majority like my grandparents and parents and most of my life is not so well in New Zealand.",1
379,5f1f2cf5a441a30fa1b79b2d,742.94,748.66,Yeah. I think I have maybe like one 2nd cousin in New York or something,Program,1
380,5ec8a23062738338f917576a,749.24,749.66,Okay.,Yeah. I think I have maybe like one 2nd cousin in New York or something,1
381,5f1f2cf5a441a30fa1b79b2d,749.44,753.61,"all or somewhere in the Northeast. Um,",Okay.,2
382,5ec8a23062738338f917576a,753.24,753.56,Mhm.,"all or somewhere in the Northeast. Um,",1
383,5f1f2cf5a441a30fa1b79b2d,753.61,758.26,"but I, so like, you know, kind of like just a distant relative.",Mhm.,2
384,5ec8a23062738338f917576a,758.14,758.76,Mhm.,"but I, so like, you know, kind of like just a distant relative.",1
385,5f1f2cf5a441a30fa1b79b2d,758.84,760.35,Yeah.,Mhm.,1
386,5ec8a23062738338f917576a,759.54,759.74,Yeah.,Yeah.,1
387,5f1f2cf5a441a30fa1b79b2d,760.36,763.84,There any sort of person in America Yeah.,Yeah.,1
388,5ec8a23062738338f917576a,763.44,767.36,So everything is like back to normal pretty much there or?,There any sort of person in America Yeah.,2
389,5f1f2cf5a441a30fa1b79b2d,767.74,769.05,"In New Zealand. Yeah,",So everything is like back to normal pretty much there or?,2
390,5ec8a23062738338f917576a,768.44,769.66,Mhm. I'm from,"In New Zealand. Yeah,",1
391,5f1f2cf5a441a30fa1b79b2d,769.54,776.35,"very much so. There's no community spread as far as I know, it's only people coming into the country",Mhm. I'm from,2
392,5ec8a23062738338f917576a,776.84,777.26,Okay.,"very much so. There's no community spread as far as I know, it's only people coming into the country",1
393,5f1f2cf5a441a30fa1b79b2d,777.04,804.25,"who have, who are bringing the virus in, but that everybody who is coming into being quarantined. Um, so the, the government set up, they've got a few hotels that it's all just, they're government funded and if you come in then you have to stay at the hotel for at least two weeks to see if you develop symptoms and you have to, I think, I think you have to pass like two negative tests.",Okay.,2
394,5ec8a23062738338f917576a,804.44,804.86,Okay.,"who have, who are bringing the virus in, but that everybody who is coming into being quarantined. Um, so the, the government set up, they've got a few hotels that it's all just, they're government funded and if you come in then you have to stay at the hotel for at least two weeks to see if you develop symptoms and you have to, I think, I think you have to pass like two negative tests.",1
395,5f1f2cf5a441a30fa1b79b2d,804.84,809.66,Either one or 2 negative tests. Yeah. So they're pretty strict about it.,Okay.,1
396,5ec8a23062738338f917576a,809.24,810.05,You know.,Either one or 2 negative tests. Yeah. So they're pretty strict about it.,1
397,5f1f2cf5a441a30fa1b79b2d,810.44,814.49,"So like even me coming here is kind of like a one way ticket in a way,",You know.,2
398,5ec8a23062738338f917576a,814.34,814.52,All,"So like even me coming here is kind of like a one way ticket in a way,",1
399,5f1f2cf5a441a30fa1b79b2d,814.5,814.95,like,All,1
400,5ec8a23062738338f917576a,814.52,815.56,"right,",like,1
401,5f1f2cf5a441a30fa1b79b2d,815.54,817.36,pretty hard to get go back because,"right,",1
402,5ec8a23062738338f917576a,817.34,817.68,well,pretty hard to get go back because,1
403,5f1f2cf5a441a30fa1b79b2d,817.36,817.69,there's not,well,1
404,5ec8a23062738338f917576a,817.69,818.15,let's,there's not,1
405,5f1f2cf5a441a30fa1b79b2d,817.69,818.15,many flights.,let's,1
406,5ec8a23062738338f917576a,818.64,819.36,we're gonna have to stay,many flights.,1
407,5f1f2cf5a441a30fa1b79b2d,819.14,819.55,Uh huh.,we're gonna have to stay,1
408,5ec8a23062738338f917576a,819.37,820.86,"at the hotel,",Uh huh.,1
409,5f1f2cf5a441a30fa1b79b2d,821.14,822.55,Yeah. But like,"at the hotel,",1
410,5ec8a23062738338f917576a,822.34,822.55,mm.,Yeah. But like,1
411,5f1f2cf5a441a30fa1b79b2d,823.34,828.91,"that's just like, I think there's only probably like one or two flights a day going",mm.,2
412,5ec8a23062738338f917576a,828.84,829.16,Yeah.,"that's just like, I think there's only probably like one or two flights a day going",1
413,5f1f2cf5a441a30fa1b79b2d,828.91,831.85,to a museum. Whereas usually that being dealt with this,Yeah.,1
414,5ec8a23062738338f917576a,832.14,832.65,Right.,to a museum. Whereas usually that being dealt with this,1
415,5f1f2cf5a441a30fa1b79b2d,832.44,832.86,um,Right.,1
416,5ec8a23062738338f917576a,833.04,835.46,Yeah same with India. Yeah it's pretty hard,um,1
417,5f1f2cf5a441a30fa1b79b2d,835.24,835.65,Yeah.,Yeah same with India. Yeah it's pretty hard,1
418,5ec8a23062738338f917576a,835.47,837.3,to go back right now. My brother,Yeah.,2
419,5f1f2cf5a441a30fa1b79b2d,836.94,837.44,Yeah.,to go back right now. My brother,1
420,5ec8a23062738338f917576a,837.31,844.91,is to come here for college this year and obviously they're not I mean they said that you can come if you want to but,Yeah.,2
421,5f1f2cf5a441a30fa1b79b2d,844.44,844.95,Mhm.,is to come here for college this year and obviously they're not I mean they said that you can come if you want to but,1
422,5ec8a23062738338f917576a,844.92,847.85,he would just be like in the dorm the whole time so,Mhm.,2
423,5f1f2cf5a441a30fa1b79b2d,847.84,850.29,"Yeah, it sucks. It's not a college experience.",he would just be like in the dorm the whole time so,1
424,5ec8a23062738338f917576a,850.14,850.63,I know,"Yeah, it sucks. It's not a college experience.",1
425,5f1f2cf5a441a30fa1b79b2d,850.3,850.74,Yeah.,I know,1
426,5ec8a23062738338f917576a,850.64,855.75,he's upset about it but then I just told him like it's better to just come when things are better and,Yeah.,2
427,5f1f2cf5a441a30fa1b79b2d,855.74,856.16,Mhm.,he's upset about it but then I just told him like it's better to just come when things are better and,1
428,5ec8a23062738338f917576a,856.24,857.46,yeah,Mhm.,1
429,5f1f2cf5a441a30fa1b79b2d,856.94,859.25,"So did you, did you grow up in India?",yeah,1
430,5ec8a23062738338f917576a,859.64,871.75,Um so I we grew up here my family and then I moved back when we were about where I was 13 so that was like honey 2015 or something like that,"So did you, did you grow up in India?",2
431,5f1f2cf5a441a30fa1b79b2d,872.04,872.55,Mhm.,Um so I we grew up here my family and then I moved back when we were about where I was 13 so that was like honey 2015 or something like that,1
432,5ec8a23062738338f917576a,872.47,878.93,and and then and then my I moved back for college after four years. So,Mhm.,2
433,5f1f2cf5a441a30fa1b79b2d,878.64,879.21,Okay.,and and then and then my I moved back for college after four years. So,1
434,5ec8a23062738338f917576a,878.94,879.7,yeah,Okay.,1
435,5f1f2cf5a441a30fa1b79b2d,879.22,879.74,Yeah.,yeah,1
436,5ec8a23062738338f917576a,879.71,884.25,so I've been living here most of the time but my family has been living there for like the last 10 years,Yeah.,2
437,5f1f2cf5a441a30fa1b79b2d,883.84,888.06,Mhm. Uh So you're the only one from your family in us?,so I've been living here most of the time but my family has been living there for like the last 10 years,2
438,5ec8a23062738338f917576a,888.34,889.71,right now. Yeah but I have,Mhm. Uh So you're the only one from your family in us?,1
439,5f1f2cf5a441a30fa1b79b2d,889.54,889.86,Uh huh.,right now. Yeah but I have,1
440,5ec8a23062738338f917576a,889.71,893.55,a lot of extended family and my cousin lives in new york as well and I have,Uh huh.,2
441,5f1f2cf5a441a30fa1b79b2d,893.34,894.15,"Mhm,",a lot of extended family and my cousin lives in new york as well and I have,1
442,5ec8a23062738338f917576a,893.56,895.05,family in Georgia.,"Mhm,",2
443,5f1f2cf5a441a30fa1b79b2d,895.24,896.16,mm hmm.,family in Georgia.,1
444,5ec8a23062738338f917576a,896.04,897.48,Yeah and,mm hmm.,1
445,5f1f2cf5a441a30fa1b79b2d,897.14,897.55,Yeah.,Yeah and,1
446,5ec8a23062738338f917576a,897.48,898.83,we kind of grew,Yeah.,2
447,5f1f2cf5a441a30fa1b79b2d,898.24,898.45,Mhm.,we kind of grew,1
448,5ec8a23062738338f917576a,898.83,902.55,since I grew up here it was kind of easy for me to come back. But,Mhm.,2
449,5f1f2cf5a441a30fa1b79b2d,902.24,902.56,Yeah.,since I grew up here it was kind of easy for me to come back. But,1
450,5ec8a23062738338f917576a,902.56,909.25,it's kind of weird thinking about my brother and sister coming back because it's like they haven't been here for a while so,Yeah.,2
451,5f1f2cf5a441a30fa1b79b2d,909.24,909.56,Oh,it's kind of weird thinking about my brother and sister coming back because it's like they haven't been here for a while so,1
452,5ec8a23062738338f917576a,909.26,909.57,there are a,Oh,1
453,5f1f2cf5a441a30fa1b79b2d,909.56,909.95,yeah.,there are a,1
454,5ec8a23062738338f917576a,909.57,913.45,lot more like accustomed to India than I was at the time. But,yeah.,2
455,5f1f2cf5a441a30fa1b79b2d,913.34,914.0,Right.,lot more like accustomed to India than I was at the time. But,1
456,5ec8a23062738338f917576a,914.04,914.24,yeah,Right.,1
457,5f1f2cf5a441a30fa1b79b2d,914.11,917.15,That makes sense. Yeah. So do you have dual citizenship?,yeah,1
458,5ec8a23062738338f917576a,917.94,926.95,I don't so they don't I don't think they have dual citizenship for us and India I think you can just get a green card and then you,That makes sense. Yeah. So do you have dual citizenship?,1
459,5f1f2cf5a441a30fa1b79b2d,926.84,927.26,"Oh,",I don't so they don't I don't think they have dual citizenship for us and India I think you can just get a green card and then you,1
460,5ec8a23062738338f917576a,926.95,928.23,have to apply,"Oh,",1
461,5f1f2cf5a441a30fa1b79b2d,928.14,928.46,"Uh huh,",have to apply,1
462,5ec8a23062738338f917576a,928.23,930.77,to be a citizen here which I might do if,"Uh huh,",2
463,5f1f2cf5a441a30fa1b79b2d,930.74,931.15,"Yeah,",to be a citizen here which I might do if,1
464,5ec8a23062738338f917576a,930.77,933.76,I like getting a job and stuff but right now I just have a green card.,"Yeah,",2
465,5f1f2cf5a441a30fa1b79b2d,934.14,936.96,"Oh and at that last for your lifetime,",I like getting a job and stuff but right now I just have a green card.,1
466,5ec8a23062738338f917576a,937.54,938.81,Um No,"Oh and at that last for your lifetime,",1
467,5f1f2cf5a441a30fa1b79b2d,938.34,939.08,that's her?,Um No,2
468,5ec8a23062738338f917576a,938.82,940.06,so we have to renew it,that's her?,2
469,5f1f2cf5a441a30fa1b79b2d,939.74,940.06,Mhm.,so we have to renew it,1
470,5ec8a23062738338f917576a,940.44,942.64,and I think mine is about to expire in,Mhm.,2
471,5f1f2cf5a441a30fa1b79b2d,942.54,942.96,Mhm.,and I think mine is about to expire in,1
472,5ec8a23062738338f917576a,942.64,948.56,"like a year so I might, what I what I might do is apply for citizenship before it expires. Um",Mhm.,2
473,5f1f2cf5a441a30fa1b79b2d,948.14,948.55,"Yeah,","like a year so I might, what I what I might do is apply for citizenship before it expires. Um",1
474,5ec8a23062738338f917576a,949.04,951.53,I like otherwise I would just renew it in,"Yeah,",2
475,5f1f2cf5a441a30fa1b79b2d,951.44,952.16,yep.,I like otherwise I would just renew it in,1
476,5ec8a23062738338f917576a,951.53,953.15,that last for another seven years.,yep.,3
477,5f1f2cf5a441a30fa1b79b2d,953.54,954.39,"Oh cool,",that last for another seven years.,1
478,5ec8a23062738338f917576a,954.24,954.65,Yeah.,"Oh cool,",1
479,5f1f2cf5a441a30fa1b79b2d,954.4,961.12,and is that like a fairly automatic process that you just fill out a form and it's pretty much guaranteed or,Yeah.,2
480,5ec8a23062738338f917576a,960.94,961.65,Person,and is that like a fairly automatic process that you just fill out a form and it's pretty much guaranteed or,3
481,5f1f2cf5a441a30fa1b79b2d,961.12,961.66,do they,Person,1
482,5ec8a23062738338f917576a,961.81,962.86,or a green card.,do they,1
483,5f1f2cf5a441a30fa1b79b2d,963.04,964.96,green card if you already have one?,or a green card.,1
484,5ec8a23062738338f917576a,965.34,968.33,Um I'll go for the renewal. Um I actually,green card if you already have one?,2
485,5f1f2cf5a441a30fa1b79b2d,968.14,968.55,"Yeah,",Um I'll go for the renewal. Um I actually,1
486,5ec8a23062738338f917576a,968.33,978.2,"don't know because the last time I renewed it I was like pretty young so I don't really remember. Yeah, so I guess I'll find out. Hopefully it's not too hard. I know","Yeah,",2
487,5f1f2cf5a441a30fa1b79b2d,978.04,978.55,true.,"don't know because the last time I renewed it I was like pretty young so I don't really remember. Yeah, so I guess I'll find out. Hopefully it's not too hard. I know",1
488,5ec8a23062738338f917576a,978.2,981.76,"that getting the green card was a long process though, so",true.,2
489,5f1f2cf5a441a30fa1b79b2d,981.74,982.16,"Right,","that getting the green card was a long process though, so",1
490,5ec8a23062738338f917576a,982.34,982.75,"Yeah,","Right,",1
491,5f1f2cf5a441a30fa1b79b2d,982.84,983.25,"Yeah,","Yeah,",1
492,5ec8a23062738338f917576a,983.54,985.25,hopefully renewing it wouldn't be that bad.,"Yeah,",2
493,5f1f2cf5a441a30fa1b79b2d,985.84,986.64,"yeah, yeah,",hopefully renewing it wouldn't be that bad.,1
494,5ec8a23062738338f917576a,986.34,989.46,Are you a citizen of the UK or of new Zealand?,"yeah, yeah,",2
495,5f1f2cf5a441a30fa1b79b2d,989.74,990.55,"um both,",Are you a citizen of the UK or of new Zealand?,1
496,5ec8a23062738338f917576a,990.74,991.16,Okay.,"um both,",1
497,5f1f2cf5a441a30fa1b79b2d,991.54,991.91,"yeah,",Okay.,1
498,5ec8a23062738338f917576a,991.84,992.29,Yeah.,"yeah,",1
499,5f1f2cf5a441a30fa1b79b2d,991.91,998.56,"yeah, I won because my parents are from new Zealand, so I got new Zealand citizenship by descent",Yeah.,2
500,5ec8a23062738338f917576a,998.94,999.26,Oh,"yeah, I won because my parents are from new Zealand, so I got new Zealand citizenship by descent",1
501,5f1f2cf5a441a30fa1b79b2d,998.94,1006.02,"and then I got uh british citizenship by birth, right? Because I was born there and lived",Oh,2
502,5ec8a23062738338f917576a,1005.94,1006.57,right.,"and then I got uh british citizenship by birth, right? Because I was born there and lived",1
503,5f1f2cf5a441a30fa1b79b2d,1006.03,1009.16,"there, my parents were living there at the time.",right.,2
504,5ec8a23062738338f917576a,1009.64,1010.66,Gotcha. Okay.,"there, my parents were living there at the time.",1
505,5f1f2cf5a441a30fa1b79b2d,1010.64,1021.07,"Yeah, so and which I mean the UK citizenship was like so good when you, when you could just like freeze throughout europe, but now",Gotcha. Okay.,2
506,5ec8a23062738338f917576a,1021.04,1021.86,Yeah.,"Yeah, so and which I mean the UK citizenship was like so good when you, when you could just like freeze throughout europe, but now",1
507,5f1f2cf5a441a30fa1b79b2d,1021.07,1022.26,you can't,Yeah.,1
508,5ec8a23062738338f917576a,1021.86,1022.66,I know I was,you can't,2
509,5f1f2cf5a441a30fa1b79b2d,1022.64,1022.85,mm.,I know I was,1
510,5ec8a23062738338f917576a,1022.66,1029.24,"just thinking about that because we were actually, I mean obviously now we're not but we're planning to go to Italy this summer and",mm.,2
511,5f1f2cf5a441a30fa1b79b2d,1028.84,1029.34,"Yeah,","just thinking about that because we were actually, I mean obviously now we're not but we're planning to go to Italy this summer and",1
512,5ec8a23062738338f917576a,1029.25,1034.3,I was just thinking like because I was going to visit my friend in the UK when we were planning,"Yeah,",2
513,5f1f2cf5a441a30fa1b79b2d,1033.94,1034.35,"yeah,",I was just thinking like because I was going to visit my friend in the UK when we were planning,1
514,5ec8a23062738338f917576a,1034.31,1040.07,"but now it would just be like so much harder especially because I'm not even american citizen, I'm an indian","yeah,",2
515,5f1f2cf5a441a30fa1b79b2d,1040.04,1040.45,yeah.,"but now it would just be like so much harder especially because I'm not even american citizen, I'm an indian",1
516,5ec8a23062738338f917576a,1040.07,1043.37,citizen that makes it harder to get a visa and,yeah.,2
517,5f1f2cf5a441a30fa1b79b2d,1042.74,1043.36,"Right,",citizen that makes it harder to get a visa and,1
518,5ec8a23062738338f917576a,1043.38,1045.93,then I'll have to get to visa just,"Right,",1
519,5f1f2cf5a441a30fa1b79b2d,1045.74,1046.03,"yeah,",then I'll have to get to visa just,1
520,5ec8a23062738338f917576a,1045.93,1046.09,like,"yeah,",1
521,5f1f2cf5a441a30fa1b79b2d,1046.04,1046.46,"exactly,",like,1
522,5ec8a23062738338f917576a,1046.1,1047.56,a lot more.,"exactly,",2
523,5f1f2cf5a441a30fa1b79b2d,1048.24,1056.71,I don't know all the ins and outs about like how much more difficult it is now to travel between,a lot more.,2
524,5ec8a23062738338f917576a,1055.84,1056.46,Yeah.,I don't know all the ins and outs about like how much more difficult it is now to travel between,1
525,5f1f2cf5a441a30fa1b79b2d,1056.72,1069.06,"the UK and the rest of europe. Um But um definitely the working, just like the working aspect in living aspect I think is a lot harder.",Yeah.,2
526,5ec8a23062738338f917576a,1069.44,1069.85,Yeah.,"the UK and the rest of europe. Um But um definitely the working, just like the working aspect in living aspect I think is a lot harder.",1
527,5f1f2cf5a441a30fa1b79b2d,1069.54,1073.4,"Um You know, you can just automatically you got a problem",Yeah.,1
